frame_index,wall_clock_utc
381,2026-08-04T00:22:13.598181+00:00
382,2026-08-04T00:22:14.098248+00:00
383,2026-08-04T00:22:14.698092+00:00
384,2026-08-04T00:22:15.201735+00:00
385,2026-08-04T00:22:15.701995+00:00
386,2026-08-04T00:22:16.301891+00:00
387,2026-08-04T00:22:16.802072+00:00
388,2026-08-04T00:22:17.406175+00:00
389,2026-08-04T00:22:18.005894+00:00
390,2026-08-04T00:22:18.605846+00:00
391,2026-08-04T00:22:19.205826+00:00
392,2026-08-04T00:22:19.709769+00:00
393,2026-08-04T00:22:20.209911+00:00
394,2026-08-04T00:22:20.710203+00:00
395,2026-08-04T00:22:21.309912+00:00
396,2026-08-04T00:22:21.913815+00:00
397,2026-08-04T00:22:22.413849+00:00
398,2026-08-04T00:22:22.914221+00:00
399,2026-08-04T00:22:23.514034+00:00
400,2026-08-04T00:22:24.014067+00:00
401,2026-08-04T00:22:24.517870+00:00
402,2026-08-04T00:22:25.018044+00:00
403,2026-08-04T00:22:25.518203+00:00
404,2026-08-04T00:22:26.118042+00:00
405,2026-08-04T00:22:26.622006+00:00
406,2026-08-04T00:22:27.221757+00:00
407,2026-08-04T00:22:27.721882+00:00
408,2026-08-04T00:22:28.222270+00:00
409,2026-08-04T00:22:28.826365+00:00
410,2026-08-04T00:22:29.425820+00:00
411,2026-08-04T00:22:30.025810+00:00
412,2026-08-04T00:22:30.525988+00:00
413,2026-08-04T00:22:31.026245+00:00
414,2026-08-04T00:22:31.530157+00:00
415,2026-08-04T00:22:32.130244+00:00
416,2026-08-04T00:22:32.630262+00:00
417,2026-08-04T00:22:33.229788+00:00
418,2026-08-04T00:22:33.733709+00:00
419,2026-08-04T00:22:34.334317+00:00
420,2026-08-04T00:22:34.933866+00:00
421,2026-08-04T00:22:35.433981+00:00
