frame_index,wall_clock_utc
324,2026-08-03T23:37:42.559646+00:00
325,2026-08-03T23:37:42.915846+00:00
326,2026-08-03T23:37:43.271013+00:00
327,2026-08-03T23:37:43.627656+00:00
328,2026-08-03T23:37:43.983598+00:00
329,2026-08-03T23:37:44.339414+00:00
330,2026-08-03T23:37:44.695491+00:00
331,2026-08-03T23:37:45.051670+00:00
332,2026-08-03T23:37:45.406613+00:00
333,2026-08-03T23:37:45.763437+00:00
334,2026-08-03T23:37:46.118185+00:00
335,2026-08-03T23:37:46.473570+00:00
336,2026-08-03T23:37:46.830223+00:00
337,2026-08-03T23:37:47.184829+00:00
338,2026-08-03T23:37:47.540111+00:00
339,2026-08-03T23:37:47.895212+00:00
340,2026-08-03T23:37:48.251389+00:00
341,2026-08-03T23:37:48.607419+00:00
342,2026-08-03T23:37:48.963125+00:00
343,2026-08-03T23:37:49.319402+00:00
344,2026-08-03T23:37:49.675226+00:00
345,2026-08-03T23:37:50.030198+00:00
346,2026-08-03T23:37:50.386288+00:00
347,2026-08-03T23:37:50.742164+00:00
348,2026-08-03T23:37:51.098019+00:00
349,2026-08-03T23:37:51.453119+00:00
350,2026-08-03T23:37:51.808145+00:00
351,2026-08-03T23:37:52.164669+00:00
352,2026-08-03T23:37:52.519282+00:00
353,2026-08-03T23:37:52.874775+00:00
354,2026-08-03T23:37:53.229683+00:00
355,2026-08-03T23:37:53.585459+00:00
356,2026-08-03T23:37:53.941148+00:00
357,2026-08-03T23:37:54.296723+00:00
358,2026-08-03T23:37:54.652187+00:00
359,2026-08-03T23:37:55.007187+00:00
360,2026-08-03T23:37:55.362865+00:00
361,2026-08-03T23:37:55.717641+00:00
362,2026-08-03T23:37:56.074925+00:00
363,2026-08-03T23:37:56.430302+00:00
364,2026-08-03T23:37:56.784881+00:00
365,2026-08-03T23:37:57.140178+00:00
366,2026-08-03T23:37:57.495629+00:00
367,2026-08-03T23:37:57.852648+00:00
368,2026-08-03T23:37:58.210474+00:00
369,2026-08-03T23:37:58.565173+00:00
370,2026-08-03T23:37:58.919627+00:00
371,2026-08-03T23:37:59.275079+00:00
372,2026-08-03T23:37:59.631691+00:00
373,2026-08-03T23:37:59.986267+00:00
374,2026-08-03T23:38:00.341702+00:00
375,2026-08-03T23:38:00.696309+00:00
376,2026-08-03T23:38:01.051435+00:00
377,2026-08-03T23:38:01.405999+00:00
378,2026-08-03T23:38:01.761587+00:00
379,2026-08-03T23:38:02.117173+00:00
380,2026-08-03T23:38:02.472645+00:00
381,2026-08-03T23:38:02.827985+00:00
382,2026-08-03T23:38:03.182901+00:00
383,2026-08-03T23:38:03.538429+00:00
384,2026-08-03T23:38:03.893529+00:00
385,2026-08-03T23:38:04.247472+00:00
386,2026-08-03T23:38:04.602114+00:00
387,2026-08-03T23:38:04.958046+00:00
388,2026-08-03T23:38:05.313197+00:00
389,2026-08-03T23:38:05.669472+00:00
390,2026-08-03T23:38:06.024987+00:00
391,2026-08-03T23:38:06.380038+00:00
392,2026-08-03T23:38:06.734892+00:00
393,2026-08-03T23:38:07.090190+00:00
394,2026-08-03T23:38:07.445619+00:00
395,2026-08-03T23:38:07.800971+00:00
396,2026-08-03T23:38:08.156487+00:00
397,2026-08-03T23:38:08.511840+00:00
398,2026-08-03T23:38:08.867828+00:00
399,2026-08-03T23:38:09.223579+00:00
400,2026-08-03T23:38:09.578957+00:00
401,2026-08-03T23:38:09.933882+00:00
402,2026-08-03T23:38:10.289929+00:00
403,2026-08-03T23:38:10.645088+00:00
404,2026-08-03T23:38:11.003632+00:00
405,2026-08-03T23:38:11.359187+00:00
406,2026-08-03T23:38:11.714321+00:00
407,2026-08-03T23:38:12.069448+00:00
408,2026-08-03T23:38:12.424218+00:00
409,2026-08-03T23:38:12.779589+00:00
410,2026-08-03T23:38:13.134785+00:00
411,2026-08-03T23:38:13.490401+00:00
412,2026-08-03T23:38:13.845924+00:00
413,2026-08-03T23:38:14.203731+00:00
414,2026-08-03T23:38:14.559781+00:00
415,2026-08-03T23:38:14.914862+00:00
416,2026-08-03T23:38:15.270177+00:00
417,2026-08-03T23:38:15.626231+00:00
418,2026-08-03T23:38:15.981122+00:00
419,2026-08-03T23:38:16.335455+00:00
420,2026-08-03T23:38:16.690994+00:00
421,2026-08-03T23:38:17.046181+00:00
422,2026-08-03T23:38:17.402009+00:00
423,2026-08-03T23:38:17.758623+00:00
424,2026-08-03T23:38:18.113818+00:00
425,2026-08-03T23:38:18.468403+00:00
426,2026-08-03T23:38:18.824047+00:00
427,2026-08-03T23:38:19.179623+00:00
428,2026-08-03T23:38:19.534197+00:00
429,2026-08-03T23:38:19.890204+00:00
430,2026-08-03T23:38:20.244987+00:00
431,2026-08-03T23:38:20.601181+00:00
432,2026-08-03T23:38:20.956892+00:00
433,2026-08-03T23:38:21.311252+00:00
434,2026-08-03T23:38:21.668261+00:00
435,2026-08-03T23:38:22.023169+00:00
436,2026-08-03T23:38:22.377958+00:00
437,2026-08-03T23:38:22.733572+00:00
438,2026-08-03T23:38:23.089644+00:00
439,2026-08-03T23:38:23.443950+00:00
440,2026-08-03T23:38:23.799699+00:00
441,2026-08-03T23:38:24.155618+00:00
442,2026-08-03T23:38:24.511575+00:00
443,2026-08-03T23:38:24.866656+00:00
444,2026-08-03T23:38:25.221433+00:00
445,2026-08-03T23:38:25.577238+00:00
446,2026-08-03T23:38:25.932764+00:00
447,2026-08-03T23:38:26.288204+00:00
448,2026-08-03T23:38:26.643868+00:00
449,2026-08-03T23:38:26.999397+00:00
450,2026-08-03T23:38:27.355340+00:00
451,2026-08-03T23:38:27.710457+00:00
452,2026-08-03T23:38:28.066150+00:00
453,2026-08-03T23:38:28.420457+00:00
454,2026-08-03T23:38:28.776360+00:00
455,2026-08-03T23:38:29.131852+00:00
456,2026-08-03T23:38:29.488062+00:00
457,2026-08-03T23:38:29.843642+00:00
458,2026-08-03T23:38:30.198587+00:00
459,2026-08-03T23:38:30.555220+00:00
460,2026-08-03T23:38:30.910474+00:00
461,2026-08-03T23:38:31.265924+00:00
462,2026-08-03T23:38:31.621493+00:00
463,2026-08-03T23:38:31.977194+00:00
464,2026-08-03T23:38:32.332168+00:00
465,2026-08-03T23:38:32.689851+00:00
466,2026-08-03T23:38:33.045463+00:00
467,2026-08-03T23:38:33.401349+00:00
468,2026-08-03T23:38:33.758183+00:00
469,2026-08-03T23:38:34.114245+00:00
470,2026-08-03T23:38:34.469342+00:00
471,2026-08-03T23:38:34.824217+00:00
472,2026-08-03T23:38:35.180251+00:00
473,2026-08-03T23:38:35.537458+00:00
474,2026-08-03T23:38:35.893594+00:00
475,2026-08-03T23:38:36.248947+00:00
476,2026-08-03T23:38:36.604352+00:00
477,2026-08-03T23:38:36.961866+00:00
478,2026-08-03T23:38:37.316087+00:00
479,2026-08-03T23:38:37.670877+00:00
480,2026-08-03T23:38:38.026196+00:00
481,2026-08-03T23:38:38.381268+00:00
482,2026-08-03T23:38:38.737230+00:00
483,2026-08-03T23:38:39.091811+00:00
484,2026-08-03T23:38:39.447223+00:00
485,2026-08-03T23:38:39.802345+00:00
486,2026-08-03T23:38:40.159172+00:00
487,2026-08-03T23:38:40.514603+00:00
488,2026-08-03T23:38:40.869917+00:00
489,2026-08-03T23:38:41.226118+00:00
490,2026-08-03T23:38:41.580714+00:00
491,2026-08-03T23:38:41.935638+00:00
492,2026-08-03T23:38:42.290763+00:00
493,2026-08-03T23:38:42.645687+00:00
494,2026-08-03T23:38:43.001812+00:00
495,2026-08-03T23:38:43.357483+00:00
496,2026-08-03T23:38:43.712119+00:00
497,2026-08-03T23:38:44.067447+00:00
498,2026-08-03T23:38:44.421909+00:00
499,2026-08-03T23:38:44.776740+00:00
500,2026-08-03T23:38:45.131632+00:00
501,2026-08-03T23:38:45.487062+00:00
502,2026-08-03T23:38:45.842195+00:00
503,2026-08-03T23:38:46.197650+00:00
504,2026-08-03T23:38:46.553049+00:00
505,2026-08-03T23:38:46.907878+00:00
506,2026-08-03T23:38:47.264247+00:00
507,2026-08-03T23:38:47.619321+00:00
508,2026-08-03T23:38:47.975726+00:00
509,2026-08-03T23:38:48.331405+00:00
510,2026-08-03T23:38:48.687657+00:00
511,2026-08-03T23:38:49.042635+00:00
512,2026-08-03T23:38:49.398689+00:00
513,2026-08-03T23:38:49.754290+00:00
514,2026-08-03T23:38:50.109478+00:00
515,2026-08-03T23:38:50.465777+00:00
516,2026-08-03T23:38:50.821562+00:00
517,2026-08-03T23:38:51.175898+00:00
518,2026-08-03T23:38:51.531549+00:00
519,2026-08-03T23:38:51.886642+00:00
520,2026-08-03T23:38:52.243217+00:00
521,2026-08-03T23:38:52.597683+00:00
522,2026-08-03T23:38:52.953630+00:00
523,2026-08-03T23:38:53.307727+00:00
524,2026-08-03T23:38:53.662985+00:00
525,2026-08-03T23:38:54.018092+00:00
526,2026-08-03T23:38:54.371994+00:00
527,2026-08-03T23:38:54.727543+00:00
528,2026-08-03T23:38:55.082881+00:00
529,2026-08-03T23:38:55.437566+00:00
530,2026-08-03T23:38:55.792892+00:00
531,2026-08-03T23:38:56.148199+00:00
532,2026-08-03T23:38:56.502111+00:00
533,2026-08-03T23:38:56.857250+00:00
534,2026-08-03T23:38:57.212560+00:00
535,2026-08-03T23:38:57.566888+00:00
536,2026-08-03T23:38:57.922285+00:00
537,2026-08-03T23:38:58.277204+00:00
538,2026-08-03T23:38:58.632934+00:00
539,2026-08-03T23:38:58.989141+00:00
540,2026-08-03T23:38:59.344842+00:00
541,2026-08-03T23:38:59.699567+00:00
542,2026-08-03T23:39:00.055038+00:00
543,2026-08-03T23:39:00.409438+00:00
544,2026-08-03T23:39:00.765887+00:00
545,2026-08-03T23:39:01.121033+00:00
546,2026-08-03T23:39:01.476154+00:00
547,2026-08-03T23:39:01.831677+00:00
548,2026-08-03T23:39:02.186242+00:00
549,2026-08-03T23:39:02.541444+00:00
550,2026-08-03T23:39:02.898325+00:00
551,2026-08-03T23:39:03.253695+00:00
552,2026-08-03T23:39:03.608592+00:00
553,2026-08-03T23:39:03.963326+00:00
554,2026-08-03T23:39:04.318471+00:00
555,2026-08-03T23:39:04.672892+00:00
556,2026-08-03T23:39:05.029028+00:00
557,2026-08-03T23:39:05.383722+00:00
558,2026-08-03T23:39:05.739838+00:00
559,2026-08-03T23:39:06.096283+00:00
560,2026-08-03T23:39:06.451718+00:00
561,2026-08-03T23:39:06.806373+00:00
562,2026-08-03T23:39:07.163059+00:00
563,2026-08-03T23:39:07.518118+00:00
564,2026-08-03T23:39:07.874534+00:00
565,2026-08-03T23:39:08.228861+00:00
566,2026-08-03T23:39:08.584554+00:00
567,2026-08-03T23:39:08.940402+00:00
568,2026-08-03T23:39:09.294942+00:00
569,2026-08-03T23:39:09.649874+00:00
570,2026-08-03T23:39:10.006018+00:00
571,2026-08-03T23:39:10.361082+00:00
572,2026-08-03T23:39:10.717595+00:00
573,2026-08-03T23:39:11.073229+00:00
